id,category,shape,shape_type,triples,lexicalization,prefix
4317,SportsTeam,(X (X) (X) (X) (X)),sibling,"[<S> A.F.C. Blackpool <P> ground <O> Blackpool, <S> A.F.C. Blackpool <P> season <O> 2014, <S> A.F.C. Blackpool <P> numberOfMembers <O> 1500, <S> A.F.C. Blackpool <P> fullName <O> ""Association Football Club Blackpool""]","""Mae gan FC Blackpool 1500 o aelodau, a'u llechfan gartref yn lleoli yn Blackpool. Mae enw llawn FC Blackpool - Club Pêl-droed Blackpool. Chwaraeodd nhw yn y tymor 2014.",Welsh
3255,SportsTeam,(X (X (X) (X))),mixed,"[<S> A.F.C. Fylde <P> manager <O> Dave Challinor, <S> Dave Challinor <P> club <O> Tranmere Rovers F.C., <S> Dave Challinor <P> club <O> Colwyn Bay F.C.]","""Mae'r rheolwr FK Fild (Angleida) yn Dave Challynor, sydd wedi'i gysylltu â Tranmir Rovers ac yn chwarae ar gyfer Club Pêl-droed Kolwyn-Bey. """,Welsh
432,Artist,(X (X)),,[<S> Alfredo Zitarrosa <P> genre <O> Candombe],"""Mae cendr gerddoriaeth Alfredo Zitarrosa yn Candombe. """,Welsh
1075,Building,(X (X)),,[<S> Birmingham <P> leader <O> Andrew Mitchell],"""Mae Andrew Mitchell yn arweinydd Birmingham. "" ""Mae arweinydd Birmingham yn Andrew Mitchell. """,Welsh
11246,Artist,(X (X) (X) (X) (X) (X)),sibling,"[<S> Alex Day <P> genre <O> Synthpop, <S> Alex Day <P> associatedBand/associatedMusicalArtist <O> Chameleon Circuit (band), <S> Alex Day <P> birthPlace <O> London Borough of Havering, <S> Alex Day <P> associatedBand/associatedMusicalArtist <O> Charlie McDonnell, <S> Alex Day <P> activeYearsStartYear <O> 2006]","""Roedd cerddor synthpop Alex Day wedi geni yn y borwr Havering yn Llundain ac dechreuodd ei gyrfa gerddoriaeth yn 2006.",Welsh
11768,CelestialBody,(X (X) (X) (X) (X) (X)),sibling,"[<S> 10 Hygiea <P> formerName <O> ""A900 GA"", <S> 10 Hygiea <P> orbitalPeriod <O> 5.57 (days), <S> 10 Hygiea <P> periapsis <O> 416136000000.0, <S> 10 Hygiea <P> epoch <O> 2015-06-27, <S> 10 Hygiea <P> escapeVelocity <O> 0.21 (kilometrePerSeconds)]",Mae gan 10 Hygiea (a oedd yn A900 GA) gyfnod orbital o 5.57 diwrnod a periapsis o 416136000000.0.,Welsh
1670,ComicsCharacter,(X (X)),,[<S> Roy Thomas <P> award <O> Alley Award],"""Roy Thomas yn cael Gwobr Alley. """,Welsh
7721,Politician,(X (X) (X (X))),mixed,"[<S> Abel Caballero <P> inOfficeWhileMonarch <O> Juan Carlos I of Spain, <S> Juan Carlos I of Spain <P> predecessor <O> Francisco Franco, <S> Abel Caballero <P> birthPlace <O> Spain]","""Roedd Abel Caballero wedi'i geni yn Sbaen yn swydd yn ystod deyrnasiad Brenin Juan Carlos I o Sbaen, a oedd ei gynhaliaeth yn Francisco Franco. "" ""Roedd Abel Caballero wedi'i geni yn Sbaen ac yn swydd ar ôl i Juan Carlos I o Sbaen ddod yn ôl i Francisco Franco fel monarch. """,Welsh
12768,WrittenWork,(X (X (X)) (X (X) (X))),mixed,"[<S> Alcatraz Versus the Evil Librarians <P> language <O> English language, <S> English language <P> spokenIn <O> Great Britain, <S> United States <P> ethnicGroup <O> Asian Americans, <S> United States <P> capital <O> Washington, D.C., <S> Alcatraz Versus the Evil Librarians <P> country <O> United States]","""Mae Alcatraz yn erbyn y Llyfrgellwyr Gwir yn wreiddiol o'r Unol Daleithiau, ac mae'n cael ei ysgrifennu mewn Saesneg, a siaradir hefyd yn y Deyrnas Unedig. Mae'r Unol Daleithiau yn cynnwys llawer o Americainwyr Asiaidd, a'i brifddinas yw Washington D.C. """,Welsh
9893,Food,(X (X) (X) (X (X))),mixed,"[<S> Batagor <P> country <O> Indonesia, <S> Batagor <P> dishVariation <O> Siomay, <S> Siomay <P> ingredient <O> Peanut sauce, <S> Batagor <P> dishVariation <O> Shumai]","""Mae Batagor (o Indonesia) Shumai a Siomay yn amrywiadau o'r un ddŵr. Mae cynhwysion o Siomay yn saws craidd. """,Welsh
192,Airport,(X (X)),,"[<S> Atlantic City International Airport <P> cityServed <O> Atlantic City, New Jersey]","""Mae Aeroport Rhyngwladol Atlantic City yn gwasanaethu Atlantic City, New Jersey. """,Welsh
5126,Politician,(X (X) (X)),sibling,"[<S> Agnes Kant <P> birthPlace <O> West Germany, <S> Agnes Kant <P> office <O> Parliamentary group leader]","""Roedd yr Almaen Gorllewin yn ferthref Agnes Kant, a oedd yn gweithio fel arweinydd y grŵp Parlamentar. "" ""Roedd yr Almaen Gorllewin yn ferthref Agnes Kant, a oedd yn gweithio fel arweinydd y grŵp Parlamentar. "" ""Roedd Agnes Kant wedi geni yn yr Almaen Gorllewin ac roedd yn arweinydd y grŵp Parlamentar. """,Welsh
1875,Food,(X (X) (X)),sibling,"[<S> Amatriciana sauce <P> region <O> Lazio, <S> Amatriciana sauce <P> ingredient <O> Olive oil]","""Mae olew oliw yn cael ei ddefnyddio i wneud sos Aматричана yn rhanbarth Lazio"", ""Olive oil  ingredient o sos Aматричана, sy'n dod o'r Lazio"", ""Aматричана, sy'n cynnwys olew oliw, o'r rhanbarth Lazio"".",Welsh
10954,Airport,(X (X (X) (X (X) (X)))),mixed,"[<S> Aarhus Airport <P> location <O> Tirstrup, <S> Tirstrup <P> country <O> Denmark, <S> Denmark <P> language <O> German language, <S> Denmark <P> leader <O> Lars Løkke Rasmussen, <S> Tirstrup <P> isPartOf <O> Central Denmark Region]","""Mae Lars Lokke Rasmussen yn arweinydd Danemarc lle mae'r iaith Almaeneg yn cael ei siarad. Mae'r wlad yn lleoliad maes awyr Aarhus yn Tirstrup, rhan o rhanbarth Canol Danemarc. """,Welsh
1768,CelestialBody,(X (X) (X)),sibling,"[<S> 109 Felicitas <P> mass <O> 7.5 (kilograms), <S> 109 Felicitas <P> apoapsis <O> 523329000.0 (kilometres)]","""(109) Mae gan Feлица 7,5 kg i'r canol 523329000,0 km"", ""(109) Mae gan Feлица 7,5 kg i'r canol 523329000 km"", ""(109) Mae gan Feлица 523329000 km i'r canol 523329000 km i'r canol i'r canol 7.5 kg"".",Welsh
11611,Building,(X (X (X) (X (X) (X)))),mixed,"[<S> Akita, Akita <P> isPartOf <O> Akita Prefecture, <S> Japan <P> leader <O> Tarō Asō, <S> Akita, Akita <P> country <O> Japan, <S> Japan <P> ethnicGroup <O> Vietnamese people in Japan, <S> Akita Museum of Art <P> location <O> Akita, Akita]","""Taro Aso yw arweinydd Japan sy'n cynnwys pobl Vietnam fel un o'i grwpiau ethnol. Mae Gwres Gelf Akita yn Akita, Prefegur Akita.",Welsh
9823,Food,(X (X (X)) (X (X))),mixed,"[<S> Baked Alaska <P> country <O> France, <S> Hong Kong <P> leader <O> Carrie Lam (politician), <S> France <P> leader <O> Gérard Larcher, <S> Baked Alaska <P> region <O> Hong Kong]","""Mae'r Alaska wedi'i benodi o Ffrainc (a'r arweinydd yw Gérard Larcher), mae'r Alaska wedi'i wasanaethu yn Hong Kong (Carrie Lam yw'r arweinydd)."", ""Mae Alaska wedi'i benodi o wlad Ffrainc lle mae Gerard Larcher yn y arweinydd. Mae Hong Kong hefyd yn honni ei fod wedi'i ddyfeisio a'r arweinydd yno yw Carrie Lam.",Welsh
2288,MeanOfTransportation,(X (X)),,"[<S> Guiana Space Centre <P> location <O> Kourou, French Guiana]","""Mae Canolfan Ffodaeth Gwyana yn Kourou, Gwyana Frenhines. """,Welsh
10129,MeanOfTransportation,(X (X) (X (X) (X))),mixed,"[<S> Aleksey Chirikov (icebreaker) <P> builder <O> Finland, <S> Finland <P> demonym <O> Finns, <S> Aleksey Chirikov (icebreaker) <P> builder <O> Helsinki, <S> Finland <P> leader <O> Sauli Niinistö]","""Gwelir y gwresgwr o'r ys, Aleksey Chirikov, yn Helsinki, Ffinlandia. Mae'r arweinydd yn Ffinlandia yn Sauli Niinistö a'r bobl yno yn Ffiniaid. """,Welsh
11096,Airport,(X (X) (X) (X) (X) (X)),sibling,"[<S> Ardmore Airport (New Zealand) <P> runwayLength <O> 1411.0, <S> Ardmore Airport (New Zealand) <P> 3rdRunwaySurfaceType <O> Poaceae, <S> Ardmore Airport (New Zealand) <P> operatingOrganisation <O> Civil Aviation Authority of New Zealand, <S> Ardmore Airport (New Zealand) <P> elevationAboveTheSeaLevel <O> 34.0, <S> Ardmore Airport (New Zealand) <P> runwayName <O> ""03L/21R""]","""Mae Awdurdod Adarfau Cyffredinol Seland Newydd yn weithwyr Aerfoad Ardmore sydd wedi'i godi 34 metr uwchben lefel y môr ac mae ganddo 3rd runway wedi'i wneud o poaceae. Mae gan y maes awyr 1411 o hyd runway a elwir yn 03L/21R. """,Welsh
4649,Food,(X (X) (X)),sibling,"[<S> Bandeja paisa <P> ingredient <O> Ground meat, <S> Bandeja paisa <P> country <O> Colombian cuisine]","""Mae cig gwres yn cynhwysion i bandeja paisa, sy'n rhan o'r gegin Colombian. """", Mae cig gwres yn cynhwysion i bandeja paisa, sy'n gegin colombian nodedig. """", Bandeja paisa yw darn o gegin Colombian ac mae'n defnyddio cig gwres"".",Welsh
12997,University,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Acharya Institute of Technology <P> city <O> Bangalore, <S> Acharya Institute of Technology <P> director <O> ""Dr. G. P. Prabhukumar"", <S> Acharya Institute of Technology <P> motto <O> ""Nurturing Excellence"", <S> Acharya Institute of Technology <P> country <O> ""India"", <S> Acharya Institute of Technology <P> campus <O> ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."", <S> Acharya Institute of Technology <P> affiliation <O> Visvesvaraya Technological University]","""Mae campws y Sefydliad Technoleg Acharya yn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore, India, 560090. Mae ei gyfarwyddwr yn Dr G.P. Prabhukumar a'i ddymun yw 'Nurturing Excellence'. Mae'n gysylltiedig â'r Brifysgol Technolegol Visvesvaraya.",Welsh
12185,Food,(X (X) (X (X) (X) (X))),mixed,"[<S> Beef kway teow <P> region <O> Singapore, <S> Singapore <P> leader <O> Tony Tan, <S> Beef kway teow <P> country <O> Indonesia, <S> Singapore <P> language <O> Standard Chinese, <S> Singapore <P> leader <O> Halimah Yacob]","""Mae Tony Tan yn arweinydd Singapore ac Halimah Yacob hefyd yn arweinydd Singapore. Mae'r Sineig Sânol yn iaith a siaradir yn Singapore. Mae beef kway teow yn ddŵr Singapore ac yn fwyd poblogaidd yn Indonesia. """,Welsh
10035,MeanOfTransportation,(X (X (X)) (X (X))),mixed,"[<S> 1955 Dodge <P> relatedMeanOfTransportation <O> DeSoto Custom, <S> Dodge <P> keyPerson <O> Sergio Marchionne, <S> DeSoto Custom <P> relatedMeanOfTransportation <O> Chrysler Newport, <S> 1955 Dodge <P> manufacturer <O> Dodge]","""Mae'r 1955 Dodge y DeSoto Custom a Chrysler Newport yn gyfryngau trafnidiaeth cysylltiedig. Mae'r prif berson Dodge yn Sergio Marchionne. """,Welsh
404,Building,(X (X)),,[<S> Addis Ababa City Hall <P> location <O> Addis Ababa],"""Mae Ratuşa Addis Abeba yn lleoli yn Addis Abeba"".",Welsh
10137,MeanOfTransportation,(X (X) (X) (X) (X)),sibling,"[<S> Alfa Romeo 164 <P> engine <O> Straight-four engine, <S> Alfa Romeo 164 <P> transmission <O> ""5-speed manual"", <S> Alfa Romeo 164 <P> alternativeName <O> ""Alfa Romeo 168"", <S> Alfa Romeo 164 <P> class <O> ""Mid-size luxury / Executive car""]","""Mae gan Alfa Romeo 164 (a elwir hefyd yn 168) ennydd pedwar cyflym, mae'n ennydd pedwar cyflym a ystyrir yn car gweithredol ffasiynol o le. """,Welsh
3730,Athlete,(X (X (X))),chain,"[<S> Akeem Dent <P> debutTeam <O> Atlanta Falcons, <S> Atlanta Falcons <P> city <O> Atlanta]","""Roedd tîm cyntaf Akeem Dent yn Atlanta Falcons. "" ""Roedd tîm cyntaf Akeem Dent yn Atlanta Falcons sy'n chwarae yn Atlanta. """,Welsh
58,Airport,(X (X)),,[<S> Al-Taqaddum Air Base <P> location <O> Habbaniyah],"""Mae'r Ffoadfa awyr Al Taqaddum yn cael ei leoli yn Habbaniyah. "" ""Mae'r lleoliad o Ffoadfa awyr Al-Taqaddum yn Habbaniyah. """,Welsh
7505,MeanOfTransportation,(X (X) (X) (X)),sibling,"[<S> Aleksey Chirikov (icebreaker) <P> builder <O> Finland, <S> Aleksey Chirikov (icebreaker) <P> shipBeam <O> 21.2, <S> Aleksey Chirikov (icebreaker) <P> builder <O> Arctech Helsinki Shipyard]","""Mae gan y llyswraig ar y ddaear y Ffin, Aleksey Chirikov, belldeb llys 21.2m a adeiladwyd yn y Arctech Helsinki Shipyard. """,Welsh
11401,Astronaut,(X (X) (X) (X) (X) (X)),sibling,"[<S> Alan Shepard <P> almaMater <O> ""NWC, M.A. 1957"", <S> Alan Shepard <P> deathPlace <O> California, <S> Alan Shepard <P> occupation <O> Test pilot, <S> Alan Shepard <P> birthPlace <O> New Hampshire, <S> Alan Shepard <P> selectedByNasa <O> 1959]","""Roedd Alan Shepard yn cael ei eni yn New Hampshire ac yn cael ei benodi gan NWC gyda M.A. yn 1957.",Welsh
12846,Astronaut,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Alan Shepard <P> almaMater <O> ""NWC, M.A. 1957"", <S> Alan Shepard <P> deathPlace <O> California, <S> Alan Shepard <P> occupation <O> Test pilot, <S> Alan Shepard <P> birthPlace <O> New Hampshire, <S> Alan Shepard <P> nationality <O> United States, <S> Alan Shepard <P> birthDate <O> ""1923-11-18""]","""Roedd Alan Shepard yn ddelwyddwr prawf o America a anwyd yn New Hampshire ar 18 Tachwedd, 1923. a fu farw yn California. Yn 1957 gradwsodd o NWC gyda MA. """,Welsh
1234,SportsTeam,(X (X)),,[<S> Massimo Drago <P> club <O> Calcio Catania],"""Massimo Dragos yn chwarae yn club Catania. """", ""Club Massimo Dragos oedd ""Catania"". ""Massimo Dragos yn chwarae dros Catania. """,Welsh
2200,MeanOfTransportation,(X (X)),,[<S> Antares (rocket) <P> launchSite <O> Mid-Atlantic Regional Spaceport],"""Canwyd y rocher Antares o'r Arfordir Rhanbarthol Arolwg Arolwg Arolwg"". ""Canwyd y rocett Antares o'r Arfordir Rhanbarthol Arolwg Arolwg Arolwg Arolwg Arolwg"". ""Roedd y safle lansio rocett Antares yn Arfordir Rhanbarthol Arolwg Arolwg Arolwg Arolwg"".",Welsh
4947,Food,(X (X (X) (X) (X) (X))),mixed,"[<S> Arrabbiata sauce <P> country <O> Italy, <S> Italy <P> leader <O> Pietro Grasso, <S> Italy <P> capital <O> Rome, <S> Italy <P> language <O> Italian language, <S> Italy <P> leader <O> Sergio Mattarella]","""Arrabiat yn cael ei ddod o hyd yn yr Eidal, lle mae Rym - prifddinas i'r Italiansky - sgwrs iaith.",Welsh
7013,Company,(X (X) (X) (X)),sibling,"[<S> AmeriGas <P> country <O> United States, <S> AmeriGas <P> numberOfEmployees <O> 8500, <S> AmeriGas <P> netIncome <O> 211200000]","""Mae'r cwmni Americanaidd, AmeriGas, wedi ennill incwm net o $211,200,000 tra bod yn cyflogi 8500 o bobl. "" ""Mae AmeriGas, sy'n gweithredu allan o'r Unol Daleithiau, sydd â 8,500 o weithwyr, yn cael incwm net o 211200000. """,Welsh
6081,Artist,(X (X) (X (X))),mixed,"[<S> Polydor Records <P> location <O> London, <S> Andrew White (musician) <P> recordLabel <O> Polydor Records, <S> Andrew White (musician) <P> recordLabel <O> B-Unique Records]","""Mae Andrew White yn gerddor sy'n recordio o dan y labell B-Unique Records ac mae wedi'i gytuno gyda Polydor Records sy'n seiliedig yn Llundain. """,Welsh
7872,Politician,(X (X) (X) (X)),sibling,"[<S> Alvah Sabin <P> office <O> Secretary of State of Vermont, <S> Alvah Sabin <P> region <O> Vermont's 3rd congressional district, <S> Alvah Sabin <P> birthPlace <O> Georgia, Vermont]","""Alvah Sabin; cafodd ei eni yn Georgia, Vermont, cynrychiolodd 3rd Congressional District Vermont, ac a gweithio fel Ysgrifennydd Gwladol Vermont."", ""G Ysgrifennydd Gwladol Vermont a cynrychiolydd 3rd Congressional District Vermont, Alvah Sabin cafodd ei eni yn Georgia, Vermont."", ""Alvah Sabin; cafodd ei eni yn Georgia, Vermont, a gweithio fel Ysgrifennydd Gwladol Vermont, a cynrychiolodd 3rd Congressional District Vermont"".",Welsh
3676,Athlete,(X (X) (X)),sibling,"[<S> Aaron Hunt <P> club <O> VfL Wolfsburg, <S> Aaron Hunt <P> club <O> Hamburger SV]","""Mae Aaron Hunt yn chwarae ar gyfer Vfl Wolfsburg a Hamburger SV. """,Welsh
10266,MeanOfTransportation,(X (X (X) (X) (X))),mixed,"[<S> United States <P> ethnicGroup <O> Asian Americans, <S> United States <P> demonym <O> Americans, <S> United States <P> capital <O> Washington, D.C., <S> Atlas II <P> countryOrigin <O> United States]","""Mae'r Atlas II yn dod o'r Unol Daleithiau lle mae'r brifddinas yn Washington D.C. Mae America yn byw yn yr Unol Daleithiau fel mae llawer o grwpiau ethnig, un ohonynt yn America Asiaidd. """,Welsh
2504,Politician,(X (X)),,[<S> Airey Neave <P> unit <O> Royal Artillery],"""Roedd uned Airey Neave yn yr Artillery Brenhinol. """,Welsh
322,Artist,(X (X)),,[<S> Aaron Turner <P> associatedBand/associatedMusicalArtist <O> House of Low Culture],"""Mae Aaron Turner wedi perfformio ar gyfer Dŷ Diwylliant isel"".",Welsh
9701,Company,(X (X) (X) (X) (X)),sibling,"[<S> Trane <P> location <O> Ireland, <S> Trane <P> numberOfEmployees <O> 29000, <S> Trane <P> product <O> HVAC, <S> Trane <P> industry <O> Building materials]","""Mae Trane, sy'n lleoli yn Iwerddon, yn cyflogi 29000 o bobl. Mae Trane yn y diwydiant deunyddiau adeiladu ac yn gwerthu cynhyrchion fel HVAC. """", Mae Trane, sy'n lleoli yn Iwerddon, yn gweithredu mewn deunyddiau adeiladu ac yn cynhyrchu HVAC gyda 29,000 o weithwyr. """", Trane - y cwmni deunyddiau adeiladu sy'n seiliedig yn Iwerddon - sydd â 29,000 o weithwyr ac yn cynhyrchu HVAC. """,Welsh
12298,MeanOfTransportation,(X (X) (X) (X) (X (X))),mixed,"[<S> AIDAstella <P> length <O> 253260.0 (millimetres), <S> AIDAstella <P> operator <O> AIDA Cruises, <S> AIDAstella <P> builder <O> Meyer Werft, <S> Meyer Werft <P> location <O> Papenburg, <S> AIDAstella <P> owner <O> Costa Crociere]","""Mae'r AIDAstella, a adeiladwyd gan Meyer Werft, sy'n lleoli yn Papenburg, yn eiddo i Costa Crociere ac yn cael ei weithredu gan AIDA Cruise Line. Mae'n 253260.0 mm o hyd.",Welsh
251,Airport,(X (X)),,[<S> Pakistan <P> leader <O> Nawaz Sharif],"""Mae arweinydd Pakistan yn Nawaz Sharif. "" ""Mae arweinydd Pakistan yn Nawaz Sharif. """,Welsh
1369,Airport,(X (X) (X)),sibling,"[<S> Al Asad Airbase <P> location <O> Iraq, <S> Al Asad Airbase <P> runwayLength <O> 3992.88]","""Mae Aerfin Al Assad yn Iraq, a'r hyd o'r llwybr awyr-ddyfwng - 3992.88. """,Welsh
4434,Company,(X (X) (X)),sibling,"[<S> Chinabank <P> foundationPlace <O> Manila, <S> Chinabank <P> type <O> Public company]","""Chinabank yw cwmni cyhoeddus a sefydlwyd yn Manila. "" ""Chinabank yw cwmni cystadleuedig a sefydlwyd yn Manila. "" ""Chinabank cafodd ei sefydlu yn Manila, ond bellach yw cwmni cystadleuedig"".",Welsh
53,Airport,(X (X)),,"[<S> Agra Airport <P> nativeName <O> ""Kheria Air Force Station""]","""Basa Lluoedd Aerolygfa Henria - roдное название аэропорта Агра."", ""Родное название аэропорта Агра - база Lluoedd Aerolygfa Henria"".",Welsh
2289,MeanOfTransportation,(X (X)),,[<S> Honda Accord <P> manufacturer <O> Honda],"""Mae Honda Accord yn cael ei wneud gan Honda"", ""Honda yw cynhyrchydd Honda Accord"", ""Honda yn cynhyrchu model o'r enw Accord"".",Welsh
10026,Food,(X (X (X) (X) (X))),mixed,"[<S> Tomato <P> family <O> Solanaceae, <S> Tomato <P> genus <O> Solanum, <S> Amatriciana sauce <P> ingredient <O> Tomato, <S> Tomato <P> order <O> Solanales]","""Mae tomat yn perthyn i drefn Solanales, y genws Solanum a'r teulu solanaceae. Mae'n gynhwysion yn y sos Amatriciana. """", Tomat yw cynhwysion yn y sos Amatriciana, mae'n dod o deulu Solanaceae o planhigion ac yn perthyn i'r genws Solanum a'r drefn Solanales. "", ""Mae'r tomat yn perthyn i'r genws Solanum, mae'n rhan o deulu Solanaceae ac yn aelod o drefn",Welsh
4841,Building,(X (X) (X (X) (X) (X))),mixed,"[<S> Ethiopia <P> leader <O> Mulatu Teshome, <S> Ethiopia <P> leader <O> Hailemariam Desalegn, <S> Addis Ababa City Hall <P> country <O> Ethiopia, <S> Addis Ababa City Hall <P> location <O> Addis Ababa, <S> Ethiopia <P> language <O> Amharic]","""Mae Ratuša Addis-Abebeba yn Addis-Abebe, Ethiopia, lle caiff pobl siarad ar y iaith Amhar. Mae nifer o arweinwyr allweddol Ethiopia yn cynnwys Hailemariaam Deasaлень a Muletau Teshome.",Welsh
656,Athlete,(X (X)),,[<S> Aaron Boogaard <P> birthPlace <O> Saskatchewan],"""Roedd Aaron Boogaard yn cael ei eni yn Saskatchewan"".",Welsh
4650,Food,(X (X) (X)),sibling,"[<S> Bandeja paisa <P> ingredient <O> Kidney bean, <S> Bandeja paisa <P> country <O> Colombian cuisine]","""Mae Bandeja paisa (Colombia) yn cynnwys y cynhwysion, bein ren. """",Bandeja paisa yw ddŵr o'r gegin Colombians ac mae'n cynnwys bein ren. """",Bandeja paisa yw cynhwysion yn Bandeja paisa, sy'n ddŵr o Colombia. """,Welsh
857,Food,(X (X)),,"[<S> Bakewell pudding <P> mainIngredient <O> ""Ground almond, jam, butter, eggs""]","""Mae'r prif gynhwysion i'r puding Beikwell yn amandel llaeth, gwast, olew glân a gwiau. """,Welsh
11671,Building,(X (X (X) (X (X) (X)))),mixed,"[<S> Ethiopia <P> leader <O> Mulatu Teshome, <S> Addis Ababa <P> isPartOf <O> Addis Ababa Stadium, <S> Addis Ababa City Hall <P> location <O> Addis Ababa, <S> Addis Ababa <P> country <O> Ethiopia, <S> Ethiopia <P> language <O> Amharic]","""Mae Amharic yn iaith yn Ethiopia lle mae'r arweinydd yn Mulatu Teshome. Mae Addis Ababa yn y wlad ac mae lle mae Hall Dinas Addis Ababa a Stadiwm Addis Ababa yn lleoli. """", Addis Ababa yn Ethiopia ac mae gan Dinas Dinas a Stadiwm. Mulatu Teshome yw arweinydd Ethiopia ac y iaith yw Amharic. """", Dinas Dinas Addis Ababa a Stadiwm Addis Ababa yn Addis Ababa, Ethiopia. Mae arweinydd Ethiopia yn Mulatu Teshome a'r iaith a ddefnyddir yn y wlad yn",Welsh
